id,superhero_name,real_name,publisher,alignment,gender,race,occupation,intelligence,strength,speed,durability,power,combat,image_url,api_url
380,Kathryn Janeway,Kathryn Janeway,Star Trek,good,Female,Human,Fleet Commander,75,8,21,25,21,50,https://www.superherodb.com/pictures2/portraits/10/100/10581.jpg,https://akabab.github.io/superhero-api/api/id/380.json
381,Katniss Everdeen,Katniss Everdeen,,good,Female,Human,-,56,8,21,25,24,55,https://www.superherodb.com/pictures2/portraits/10/100/10484.jpg,https://akabab.github.io/superhero-api/api/id/381.json
382,Kevin 11,Kevin Ethan Levin,DC Comics,good,Male,Human,-,25,7,12,14,100,40,https://www.superherodb.com/pictures2/portraits/10/100/1408.jpg,https://akabab.github.io/superhero-api/api/id/382.json
383,Kick-Ass,Dave Lizewski,Icon Comics,good,Male,Human,Student,38,10,23,35,22,56,https://www.superherodb.com/pictures2/portraits/10/100/1158.jpg,https://akabab.github.io/superhero-api/api/id/383.json
384,Kid Flash,Wallace Rudolph West,DC Comics,good,Male,Human,-,25,4,92,42,20,30,https://www.superherodb.com/pictures2/portraits/10/100/722.jpg,https://akabab.github.io/superhero-api/api/id/384.json
385,Kid Flash II,Bartholomew Allen II,Flash IV,good,Male,null,-,null,47,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/894.jpg,https://akabab.github.io/superhero-api/api/id/385.json
386,Killer Croc,Waylon Jones,DC Comics,bad,Male,Metahuman,-,19,53,35,90,53,60,https://www.superherodb.com/pictures2/portraits/10/100/723.jpg,https://akabab.github.io/superhero-api/api/id/386.json
387,Killer Frost,Caitlin Snow,DC Comics,bad,Female,Human,Scientist,88,10,13,35,59,30,https://www.superherodb.com/pictures2/portraits/10/100/10508.jpg,https://akabab.github.io/superhero-api/api/id/387.json
388,Kilowog,,DC Comics,good,Male,Bolovaxian,-,81,90,53,42,100,80,https://www.superherodb.com/pictures2/portraits/10/100/1428.jpg,https://akabab.github.io/superhero-api/api/id/388.json
389,King Kong,King Kong,,good,Male,Animal,-,56,100,71,75,47,75,https://www.superherodb.com/pictures2/portraits/10/100/10591.jpg,https://akabab.github.io/superhero-api/api/id/389.json
390,King Shark,Nanaue,DC Comics,bad,Male,Animal,Professional Criminal,50,88,50,90,86,40,https://www.superherodb.com/pictures2/portraits/10/100/10512.jpg,https://akabab.github.io/superhero-api/api/id/390.json
391,Kingpin,Wilson Grant Fisk,Marvel Comics,bad,Male,Human,"Criminal organizer and mastermind, president and owner of legitimate businesses",75,18,25,40,13,70,https://www.superherodb.com/pictures2/portraits/10/100/623.jpg,https://akabab.github.io/superhero-api/api/id/391.json
392,Klaw,Ulysses Klaw,Marvel Comics,bad,Male,Human,"Criminal, former Scientist",63,38,33,100,62,60,https://www.superherodb.com/pictures2/portraits/10/100/1539.jpg,https://akabab.github.io/superhero-api/api/id/392.json
393,Kool-Aid Man,,null,good,Male,null,-,25,18,8,10,9,14,https://www.superherodb.com/pictures2/portraits/10/100/1343.jpg,https://akabab.github.io/superhero-api/api/id/393.json
394,Kraven II,Alyosha Kravinoff,Marvel Comics,bad,Male,Human,-,50,34,23,28,43,85,https://www.superherodb.com/pictures2/portraits/10/100/1034.jpg,https://akabab.github.io/superhero-api/api/id/394.json
395,Kraven the Hunter,Sergei Kravinoff,Marvel Comics,bad,Male,Human,"Professional game hunter, mercenary",63,32,35,42,25,85,https://www.superherodb.com/pictures2/portraits/10/100/1033.jpg,https://akabab.github.io/superhero-api/api/id/395.json
396,Krypto,Krypto the Superdog,DC Comics,good,Male,Kryptonian,-,9,80,100,90,82,40,https://www.superherodb.com/pictures2/portraits/10/100/725.jpg,https://akabab.github.io/superhero-api/api/id/396.json
397,Kyle Rayner,Kyle Rayner,DC Comics,good,Male,Human,"Green Lantern, Adventurer, Artist",69,90,50,60,100,60,https://www.superherodb.com/pictures2/portraits/10/100/1409.jpg,https://akabab.github.io/superhero-api/api/id/397.json
398,Kylo Ren,Ben Solo,George Lucas,bad,Male,Human,-,56,44,33,30,100,70,https://www.superherodb.com/pictures2/portraits/10/100/10559.jpg,https://akabab.github.io/superhero-api/api/id/398.json
399,Lady Bullseye,,Marvel Comics,bad,Female,null,-,null,63,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1170.jpg,https://akabab.github.io/superhero-api/api/id/399.json
400,Lady Deathstrike,Yuriko Oyama,Marvel Comics,bad,Female,Cyborg,-,63,28,42,85,48,90,https://www.superherodb.com/pictures2/portraits/10/100/810.jpg,https://akabab.github.io/superhero-api/api/id/400.json
401,Leader,Samuel Sterns,Marvel Comics,bad,Male,null,-,100,10,12,14,59,42,https://www.superherodb.com/pictures2/portraits/10/100/885.jpg,https://akabab.github.io/superhero-api/api/id/401.json
402,Leech,,Marvel Comics,good,Male,null,"Survivor, former student",25,5,12,14,62,14,https://www.superherodb.com/pictures2/portraits/10/100/834.jpg,https://akabab.github.io/superhero-api/api/id/402.json
403,Legion,David Haller,Marvel Comics,good,Male,Mutant,"Adventurer, Student",50,100,42,30,100,75,https://www.superherodb.com/pictures2/portraits/10/100/10651.jpg,https://akabab.github.io/superhero-api/api/id/403.json
404,Leonardo,Leonardo,IDW Publishing,good,Male,Mutant,Ninja,75,16,50,65,59,80,https://www.superherodb.com/pictures2/portraits/10/100/10327.jpg,https://akabab.github.io/superhero-api/api/id/404.json
405,Lex Luthor,Lex Luthor,DC Comics,bad,Male,Human,Owner of LexCorp,100,53,25,65,68,70,https://www.superherodb.com/pictures2/portraits/10/100/727.jpg,https://akabab.github.io/superhero-api/api/id/405.json
406,Light Lass,Ayla Ranzz,DC Comics,good,Female,null,-,38,10,35,28,67,42,https://www.superherodb.com/pictures2/portraits/10/100/1178.jpg,https://akabab.github.io/superhero-api/api/id/406.json
407,Lightning Lad,Garth Ranzz,DC Comics,good,Male,null,Legionnaire,38,10,23,28,60,42,https://www.superherodb.com/pictures2/portraits/10/100/1177.jpg,https://akabab.github.io/superhero-api/api/id/407.json
408,Lightning Lord,Mekt Ranzz,DC Comics,bad,Male,null,-,44,10,23,42,66,42,https://www.superherodb.com/pictures2/portraits/10/100/1179.jpg,https://akabab.github.io/superhero-api/api/id/408.json
409,Living Brain,,Marvel Comics,bad,-,null,Robot,75,53,35,56,31,28,https://www.superherodb.com/pictures2/portraits/10/100/1037.jpg,https://akabab.github.io/superhero-api/api/id/409.json
410,Living Tribunal,,Marvel Comics,neutral,-,Cosmic Entity,-,100,100,100,100,100,30,https://www.superherodb.com/pictures2/portraits/10/100/10523.jpg,https://akabab.github.io/superhero-api/api/id/410.json
411,Liz Sherman,Elizabeth Anne Sherman,Dark Horse Comics,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/868.jpg,https://akabab.github.io/superhero-api/api/id/411.json
412,Lizard,Curtis Connors,Marvel Comics,bad,Male,Human,Research biologist,50,51,27,70,63,56,https://www.superherodb.com/pictures2/portraits/10/100/11.jpg,https://akabab.github.io/superhero-api/api/id/412.json
413,Lobo,Lobo,DC Comics,neutral,Male,Czarnian,"Assassin, Bounty Hunter, Priest",94,100,54,100,100,85,https://www.superherodb.com/pictures2/portraits/10/100/1127.jpg,https://akabab.github.io/superhero-api/api/id/413.json
414,Loki,Loki Laufeyson,Marvel Comics,bad,Male,Asgardian,God of evil; former god of mischief and madness,88,63,46,85,100,60,https://www.superherodb.com/pictures2/portraits/10/100/928.jpg,https://akabab.github.io/superhero-api/api/id/414.json
415,Longshot,,Marvel Comics,good,Male,Human,"freedom fighter, stuntman rebel, adventurer",50,10,27,10,71,70,https://www.superherodb.com/pictures2/portraits/10/100/1531.jpg,https://akabab.github.io/superhero-api/api/id/415.json
416,Luke Cage,Luke Cage,Power Man,good,Male,Human,"Adventurer, bar owner, bodyguard, mercenary; formerly theater owner, private investigator, various odd jobs",50,63,29,95,44,70,https://www.superherodb.com/pictures2/portraits/10/100/269.jpg,https://akabab.github.io/superhero-api/api/id/416.json
417,Luke Campbell,Luke Campbell,NBC - Heroes,bad,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1311.jpg,https://akabab.github.io/superhero-api/api/id/417.json
418,Luke Skywalker,Luke Skywalker,George Lucas,good,Male,Human,-,69,38,42,25,100,100,https://www.superherodb.com/pictures2/portraits/10/100/10447.jpg,https://akabab.github.io/superhero-api/api/id/418.json
419,Luna,Luna Maximoff,Marvel Comics,good,Female,Human,-,38,6,83,14,53,14,https://www.superherodb.com/pictures2/portraits/10/100/933.jpg,https://akabab.github.io/superhero-api/api/id/419.json
420,Lyja,Lyja,Marvel Comics,good,Female,null,Former Skrull Liason Officer,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1017.jpg,https://akabab.github.io/superhero-api/api/id/420.json
421,Mach-IV,Abner Jenkins,Marvel Comics,bad,Male,null,"Adventurer; former master mechanic, professional criminal, mercenary",75,36,60,84,60,56,https://www.superherodb.com/pictures2/portraits/10/100/370.jpg,https://akabab.github.io/superhero-api/api/id/421.json
422,Machine Man,"X-51, Aaron Stack",Marvel Comics,good,-,null,Insurance Investigator,63,32,35,84,51,64,https://www.superherodb.com/pictures2/portraits/10/100/90.jpg,https://akabab.github.io/superhero-api/api/id/422.json
423,Magneto,Erik Magnus Lensherr,Marvel Comics,bad,Male,Mutant,"Currently Revolutionary and Conqueror, formerly Volunteer Orderly, Secret Agent",88,80,27,84,91,80,https://www.superherodb.com/pictures2/portraits/10/100/12.jpg,https://akabab.github.io/superhero-api/api/id/423.json
424,Magog,David Reid,DC Comics,good,Male,null,-,50,48,23,64,66,72,https://www.superherodb.com/pictures2/portraits/10/100/1324.jpg,https://akabab.github.io/superhero-api/api/id/424.json
425,Magus,,Marvel Comics,bad,Male,null,Ruler of the Technarchy,88,100,70,99,100,74,https://www.superherodb.com/pictures2/portraits/10/100/1297.jpg,https://akabab.github.io/superhero-api/api/id/425.json
426,Man of Miracles,,Image Comics,-,-,God / Eternal,-,100,100,100,100,100,100,https://www.superherodb.com/pictures2/portraits/10/100/10889.jpg,https://akabab.github.io/superhero-api/api/id/426.json
427,Man-Bat,Robert Kirkland Langstrom,DC Comics,neutral,Male,Human,Zoologist,38,18,50,70,33,30,https://www.superherodb.com/pictures2/portraits/10/100/731.jpg,https://akabab.github.io/superhero-api/api/id/427.json
428,Man-Thing,Dr. Theodore Sallis,Marvel Comics,good,Male,null,-,50,32,8,100,100,40,https://www.superherodb.com/pictures2/portraits/10/100/382.jpg,https://akabab.github.io/superhero-api/api/id/428.json
429,Man-Wolf,John Jameson,Marvel Comics,good,Male,null,"Employed by Dept. of Social Services, Queens; former astronaut, test pilot, security chief for Ravenscroft Institute",63,44,35,42,45,70,https://www.superherodb.com/pictures2/portraits/10/100/91.jpg,https://akabab.github.io/superhero-api/api/id/429.json
430,Mandarin,Khan,Marvel Comics,bad,Male,Human,"Would-be conqueror; former janitor, businessman and crimelord, government administrator",100,28,23,28,100,95,https://www.superherodb.com/pictures2/portraits/10/100/1175.jpg,https://akabab.github.io/superhero-api/api/id/430.json
431,Mantis,,Marvel Comics,good,Female,Human-Kree,"Celestial Madonna, former adventuress, former bar-maid/prostitute/exotic dancer",63,8,33,80,100,80,https://www.superherodb.com/pictures2/portraits/10/100/384.jpg,https://akabab.github.io/superhero-api/api/id/431.json
432,Martian Manhunter,J'onn J'onzz,DC Comics,good,Male,Martian,-,100,95,92,100,100,85,https://www.superherodb.com/pictures2/portraits/10/100/733.jpg,https://akabab.github.io/superhero-api/api/id/432.json
433,Marvel Girl,Rachel Anne Summers,Marvel Comics,good,Female,null,Adventurer,63,85,47,42,100,80,https://www.superherodb.com/pictures2/portraits/10/100/94.jpg,https://akabab.github.io/superhero-api/api/id/433.json
434,Master Brood,Currently Colin Wood,Team Epic TV,good,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/958.jpg,https://akabab.github.io/superhero-api/api/id/434.json
435,Master Chief,John-117,Microsoft,good,Male,Human / Altered,Master Chief Petty Officer of the Navy,75,73,35,80,69,100,https://www.superherodb.com/pictures2/portraits/10/100/1110.jpg,https://akabab.github.io/superhero-api/api/id/435.json
436,Match,Kent Connor,DC Comics,bad,Male,null,-,75,95,83,85,100,70,https://www.superherodb.com/pictures2/portraits/10/100/1459.jpg,https://akabab.github.io/superhero-api/api/id/436.json
437,Matt Parkman,Matthew Parkman,NBC - Heroes,good,Male,null,NYPD detective,63,10,12,14,59,56,https://www.superherodb.com/pictures2/portraits/10/100/948.jpg,https://akabab.github.io/superhero-api/api/id/437.json
438,Maverick,Christopher Bradley,Marvel Comics,good,Male,null,"Mercenary; former adventurer, student",63,10,12,42,60,85,https://www.superherodb.com/pictures2/portraits/10/100/257.jpg,https://akabab.github.io/superhero-api/api/id/438.json
439,Maxima,,DC Comics,bad,Female,null,"Adventurer, Queen of the Almerac Empire",75,90,35,56,81,75,https://www.superherodb.com/pictures2/portraits/10/100/1168.jpg,https://akabab.github.io/superhero-api/api/id/439.json
440,Maya Herrera,Maya Herrera,NBC - Heroes,good,Female,null,-,50,10,12,14,60,14,https://www.superherodb.com/pictures2/portraits/10/100/944.jpg,https://akabab.github.io/superhero-api/api/id/440.json
441,Medusa,Medusalith Amaquelin Boltagon,Marvel Comics,good,Female,Inhuman,"Queen, Royal interpreter",75,34,35,70,37,56,https://www.superherodb.com/pictures2/portraits/10/100/96.jpg,https://akabab.github.io/superhero-api/api/id/441.json
442,Meltdown,Tabitha Smith,Boom-Boom,good,Female,null,"Adventurer, former student, thief",38,10,12,42,62,64,https://www.superherodb.com/pictures2/portraits/10/100/258.jpg,https://akabab.github.io/superhero-api/api/id/442.json
443,Mephisto,,Marvel Comics,bad,Male,null,Lord of a realm of Hell,88,85,35,95,100,42,https://www.superherodb.com/pictures2/portraits/10/100/1322.jpg,https://akabab.github.io/superhero-api/api/id/443.json
444,Mera,Mera,DC Comics,good,Female,Atlantean,Former queen of Atlantis; Former queen of Dimension Aqua,56,62,79,60,92,80,https://www.superherodb.com/pictures2/portraits/10/100/1388.jpg,https://akabab.github.io/superhero-api/api/id/444.json
445,Metallo,John Corben,DC Comics,bad,Male,Android,Professional criminal,75,53,23,95,86,64,https://www.superherodb.com/pictures2/portraits/10/100/737.jpg,https://akabab.github.io/superhero-api/api/id/445.json
446,Metamorpho,Rex Mason,DC Comics,good,Male,null,"Adventurer, former Soldier of Fortune",null,82,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/738.jpg,https://akabab.github.io/superhero-api/api/id/446.json
447,Meteorite,,Marvel Comics,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1333.jpg,https://akabab.github.io/superhero-api/api/id/447.json
448,Metron,Metron,DC Comics,good,Male,null,"Scientist, seeker of knowledge",88,10,47,56,100,28,https://www.superherodb.com/pictures2/portraits/10/100/841.jpg,https://akabab.github.io/superhero-api/api/id/448.json
449,Micah Sanders,Micah Sanders,NBC - Heroes,good,Male,null,Elementary school student,63,8,12,14,57,14,https://www.superherodb.com/pictures2/portraits/10/100/951.jpg,https://akabab.github.io/superhero-api/api/id/449.json
450,Michelangelo,,IDW Publishing,good,Male,Mutant,-,63,14,50,65,59,75,https://www.superherodb.com/pictures2/portraits/10/100/10329.jpg,https://akabab.github.io/superhero-api/api/id/450.json
451,Micro Lad,Gim Allon,DC Comics,good,Male,null,-,38,28,27,28,44,32,https://www.superherodb.com/pictures2/portraits/10/100/1181.jpg,https://akabab.github.io/superhero-api/api/id/451.json
452,Mimic,Calvin Montgomery Rankin,Marvel Comics,good,Male,null,-,63,67,47,56,79,42,https://www.superherodb.com/pictures2/portraits/10/100/97.jpg,https://akabab.github.io/superhero-api/api/id/452.json
453,Minna Murray,Wilhelmina Harker,Wildstorm,good,Female,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/881.jpg,https://akabab.github.io/superhero-api/api/id/453.json
454,Misfit,Charlotte Gage-Radcliffe,Batgirl V,good,Female,null,-,63,32,23,80,91,42,https://www.superherodb.com/pictures2/portraits/10/100/1114.jpg,https://akabab.github.io/superhero-api/api/id/454.json
455,Miss Martian,M'gann M'orzz,DC Comics,good,Female,null,Adventurer,63,85,58,100,100,45,https://www.superherodb.com/pictures2/portraits/10/100/1394.jpg,https://akabab.github.io/superhero-api/api/id/455.json
456,Mister Fantastic,Reed Richards,Marvel Comics,good,Male,Human / Radiation,"Scientist, adventurer",100,10,18,70,33,64,https://www.superherodb.com/pictures2/portraits/10/100/408.jpg,https://akabab.github.io/superhero-api/api/id/456.json
457,Mister Freeze,Victor Fries,DC Comics,bad,Male,Human,-,75,32,12,70,37,28,https://www.superherodb.com/pictures2/portraits/10/100/742.jpg,https://akabab.github.io/superhero-api/api/id/457.json
458,Mister Knife,J'son,Marvel Comics,bad,Male,Spartoi,"Crimelord; former emperor, prince",75,10,17,30,13,65,https://www.superherodb.com/pictures2/portraits/10/100/10633.jpg,https://akabab.github.io/superhero-api/api/id/458.json
459,Mister Mxyzptlk,Mr. Mxyzptlk,DC Comics,bad,Male,God / Eternal,-,100,85,100,100,100,50,https://www.superherodb.com/pictures2/portraits/10/100/744.jpg,https://akabab.github.io/superhero-api/api/id/459.json
460,Mister Sinister,Nathaniel Essex,Marvel Comics,bad,Male,Human / Altered,"Geneticist, Criminal, biologist and mutant-supremacist",100,48,46,90,100,50,https://www.superherodb.com/pictures2/portraits/10/100/856.jpg,https://akabab.github.io/superhero-api/api/id/460.json
461,Mister Zsasz,Victor Zsasz,DC Comics,bad,Male,Human,Serial Killer,88,22,33,28,18,85,https://www.superherodb.com/pictures2/portraits/10/100/1486.jpg,https://akabab.github.io/superhero-api/api/id/461.json
462,Mockingbird,Barbara Morse,Marvel Comics,good,Female,Human,"Adventurer; former counter-terrorist agent, private investigator, government operative, S.H.I.E.L.D. agent, biologist",75,31,38,20,48,95,https://www.superherodb.com/pictures2/portraits/10/100/1328.jpg,https://akabab.github.io/superhero-api/api/id/462.json
463,MODOK,George Tarleton,Marvel Comics,bad,Male,Cyborg,"Would-be conqueror, AIM leader, terrorist; former AIM agent, technician",100,18,25,25,79,15,https://www.superherodb.com/pictures2/portraits/10/100/10438.jpg,https://akabab.github.io/superhero-api/api/id/463.json
464,Mogo,Mogo,DC Comics,good,Male,Planet,Green Lantern,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1432.jpg,https://akabab.github.io/superhero-api/api/id/464.json
465,Mohinder Suresh,Mohinder Suresh,NBC - Heroes,good,Male,null,"Former agent of Pinehearst Company, former Company medical professional & agent, former taxi driver, former genetics professor",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1313.jpg,https://akabab.github.io/superhero-api/api/id/465.json
466,Moloch,Edgar William Jacobi,DC Comics,bad,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1061.jpg,https://akabab.github.io/superhero-api/api/id/466.json
467,Molten Man,Mark Raxton,Marvel Comics,bad,Male,null,"Security guard for Osborn industries, former criminal, lab assistant",50,73,23,84,53,56,https://www.superherodb.com/pictures2/portraits/10/100/411.jpg,https://akabab.github.io/superhero-api/api/id/467.json
468,Monarch,Nathaniel Christopher Adam,DC Comics,good,Male,null,"Adventurer, former U.S. Special Agent, former U.S. Air Force Captain",null,100,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1006.jpg,https://akabab.github.io/superhero-api/api/id/468.json
469,Monica Dawson,Monica Dawson,NBC - Heroes,good,Female,null,Fast food service,50,10,35,14,48,90,https://www.superherodb.com/pictures2/portraits/10/100/942.jpg,https://akabab.github.io/superhero-api/api/id/469.json
470,Moon Knight,Marc Spector,Marvel Comics,good,Male,Human,"Adventurer, entrepreneur; former prize fighter, spy, soldier, mercenary, cab driver",50,36,23,42,28,75,https://www.superherodb.com/pictures2/portraits/10/100/415.jpg,https://akabab.github.io/superhero-api/api/id/470.json
471,Moonstone,Karla Sofen,Marvel Comics,bad,Female,null,"former Adventurer, Psychiatrist",56,67,47,52,74,80,https://www.superherodb.com/pictures2/portraits/10/100/100.jpg,https://akabab.github.io/superhero-api/api/id/471.json
472,Morlun,Morlun,Marvel Comics,bad,Male,null,-,63,60,35,42,74,56,https://www.superherodb.com/pictures2/portraits/10/100/1171.jpg,https://akabab.github.io/superhero-api/api/id/472.json
473,Morph,Kevin Sydney,Marvel Comics,good,Male,null,"Adventurer, reality traveler",null,40,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/102.jpg,https://akabab.github.io/superhero-api/api/id/473.json
474,Moses Magnum,Moses Magnum,Marvel Comics,bad,Male,null,"Terrorist, president of Magnum Munitions; former ruler of Canaan",75,28,12,42,55,56,https://www.superherodb.com/pictures2/portraits/10/100/1020.jpg,https://akabab.github.io/superhero-api/api/id/474.json
475,Mr Immortal,Craig Hollis,Marvel Comics,good,Male,Mutant,-,50,10,8,100,69,30,https://www.superherodb.com/pictures2/portraits/10/100/10794.jpg,https://akabab.github.io/superhero-api/api/id/475.json
476,Mr Incredible,Robert Parr,Dark Horse Comics,good,Male,Human,-,50,83,33,95,29,40,https://www.superherodb.com/pictures2/portraits/10/100/869.jpg,https://akabab.github.io/superhero-api/api/id/476.json
477,Ms Marvel II,Sharon Ventura,She-Thing,good,Female,null,"Wanderer, former adventurer, wrestler, stunt woman, scuba diver, motorcycle performer",38,63,23,84,11,56,https://www.superherodb.com/pictures2/portraits/10/100/897.jpg,https://akabab.github.io/superhero-api/api/id/477.json
478,Multiple Man,James Arthur,Marvel Comics,good,Male,null,"Private investigator (formerly) Farmer, Adventurer",63,11,23,70,28,62,https://www.superherodb.com/pictures2/portraits/10/100/104.jpg,https://akabab.github.io/superhero-api/api/id/478.json
479,Mysterio,Quentin Beck,Marvel Comics,bad,Male,Human,Criminal; former Hollywood special effects designer and stunt man,81,10,17,40,82,70,https://www.superherodb.com/pictures2/portraits/10/100/1039.jpg,https://akabab.github.io/superhero-api/api/id/479.json
480,Mystique,Raven Darkholme,Marvel Comics,bad,Female,Mutant,"Special operative for Germany and the United States governments, (former) German Freedom Fighter, special operative in the Weapon X Project Team",75,12,23,64,64,74,https://www.superherodb.com/pictures2/portraits/10/100/817.jpg,https://akabab.github.io/superhero-api/api/id/480.json
481,Namor,Namor McKenzie,Marvel Comics,good,Male,Atlantean,"King of Atlantis, Adventurer; former warrior, commando, CEO",69,95,58,70,73,85,https://www.superherodb.com/pictures2/portraits/10/100/137.jpg,https://akabab.github.io/superhero-api/api/id/481.json
482,Namor,,Marvel Comics,good,Male,null,-,null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/105.jpg,https://akabab.github.io/superhero-api/api/id/482.json
483,Namora,Aquaria Nautica Neptunia,Marvel Comics,good,Female,null,-,50,85,42,42,48,64,https://www.superherodb.com/pictures2/portraits/10/100/1364.jpg,https://akabab.github.io/superhero-api/api/id/483.json
484,Namorita,Namorita Prentiss,Marvel Comics,good,Female,null,"Superhero, formerly Leader of Atlantis",50,72,47,70,37,70,https://www.superherodb.com/pictures2/portraits/10/100/106.jpg,https://akabab.github.io/superhero-api/api/id/484.json
485,Naruto Uzumaki,,Shueisha,good,Male,Human,-,50,80,32,80,100,100,https://www.superherodb.com/pictures2/portraits/10/100/1540.jpg,https://akabab.github.io/superhero-api/api/id/485.json
486,Nathan Petrelli,Nathan Petrelli,NBC - Heroes,good,Male,null,"formerly a U.S. Congressman, formerly a district attorney, formerly a Navy officer",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/949.jpg,https://akabab.github.io/superhero-api/api/id/486.json
487,Nebula,,Marvel Comics,bad,Female,Luphomoid,-,63,52,13,50,42,60,https://www.superherodb.com/pictures2/portraits/10/100/10632.jpg,https://akabab.github.io/superhero-api/api/id/487.json
488,Negasonic Teenage Warhead,Ellie Phimister,Marvel Comics,good,Female,Mutant,-,50,7,8,10,45,35,https://www.superherodb.com/pictures2/portraits/10/100/10556.jpg,https://akabab.github.io/superhero-api/api/id/488.json
489,Nick Fury,Nicholas Joseph Fury,Marvel Comics,good,Male,Human,"S.H.I.E.L.D. director; former S.H.I.E.L.D. agent, intelligence agent, soldier and commando leader, parachuting instructor, stunt flyer",75,11,23,42,25,100,https://www.superherodb.com/pictures2/portraits/10/100/326.jpg,https://akabab.github.io/superhero-api/api/id/489.json
490,Nightcrawler,Kurt Wagner,Marvel Comics,good,Male,null,"Adventurer, Teacher",50,10,47,14,76,80,https://www.superherodb.com/pictures2/portraits/10/100/107.jpg,https://akabab.github.io/superhero-api/api/id/490.json
491,Nightwing,Dick Grayson,Batman II,good,Male,Human,"Vigilante and detective, former police officer, former Circus Acrobat",88,11,33,28,36,100,https://www.superherodb.com/pictures2/portraits/10/100/851.jpg,https://akabab.github.io/superhero-api/api/id/491.json
492,Niki Sanders,Nicole Sanders,NBC - Heroes,good,Female,null,Former casino worker and online webcam operator; currently an agent of the Company,63,52,35,28,37,56,https://www.superherodb.com/pictures2/portraits/10/100/952.jpg,https://akabab.github.io/superhero-api/api/id/492.json
493,Nina Theroux,,SyFy,good,Female,Alpha,-,63,5,8,10,68,20,https://www.superherodb.com/pictures2/portraits/10/100/1529.jpg,https://akabab.github.io/superhero-api/api/id/493.json
494,Nite Owl II,Daniel Dreiberg,DC Comics,good,Male,null,-,null,45,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1059.jpg,https://akabab.github.io/superhero-api/api/id/494.json
495,Northstar,Jean-Paul Beaubier,Marvel Comics,good,Male,null,"Former terrorist, adventurer, teacher, businessman, novelist, professional skier, trapeze artist, thief",50,18,83,56,65,70,https://www.superherodb.com/pictures2/portraits/10/100/1287.jpg,https://akabab.github.io/superhero-api/api/id/495.json
496,Nova,Richard Rider,Marvel Comics,good,Male,Human,"Superhero, also works parttime at Marvel Burger",100,85,75,100,100,80,https://www.superherodb.com/pictures2/portraits/10/100/109.jpg,https://akabab.github.io/superhero-api/api/id/496.json
497,Nova,Frankie Raye,Marvel Comics,good,Female,Human / Cosmic,-,63,60,100,100,100,35,https://www.superherodb.com/pictures2/portraits/10/100/10313.jpg,https://akabab.github.io/superhero-api/api/id/497.json
498,Odin,Odin Borson,Marvel Comics,good,Male,God / Eternal,"Deity, Monarch of Asgard, Asgardian God of the Sky, Wind, Wisdom, Crafts, Time, and the Dead, Warrior",100,83,67,95,100,90,https://www.superherodb.com/pictures2/portraits/10/100/10388.jpg,https://akabab.github.io/superhero-api/api/id/498.json
499,Offspring,Luke O'Brian,DC Comics,good,Male,null,-,50,10,35,99,100,56,https://www.superherodb.com/pictures2/portraits/10/100/1298.jpg,https://akabab.github.io/superhero-api/api/id/499.json
500,Omega Red,Arkady Gregorivich,Marvel Comics,bad,Male,null,"Crimelord; former mercenary, KGB agent",null,61,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/208.jpg,https://akabab.github.io/superhero-api/api/id/500.json
501,Omniscient,Omniscient is the closest English word that compares to his alien tongue.,Team Epic TV,good,Male,null,"Superhero, Grade 9 physics teacher",null,null,null,null,null,null,https://www.superherodb.com/pictures2/portraits/10/100/1003.jpg,https://akabab.github.io/superhero-api/api/id/501.json
502,One Punch Man,Saitama,Shueisha,good,Male,Human,"Superhero, Sensei",38,100,83,95,55,50,https://www.superherodb.com/pictures2/portraits/10/100/10522.jpg,https://akabab.github.io/superhero-api/api/id/502.json
503,One-Above-All,,Marvel Comics,neutral,-,Cosmic Entity,-,100,100,100,100,100,100,https://www.superherodb.com/pictures2/portraits/10/100/10374.jpg,https://akabab.github.io/superhero-api/api/id/503.json
504,Onslaught,Onslaught,Marvel Comics,bad,Male,Mutant,Would-be destroyer,88,100,33,100,100,55,https://www.superherodb.com/pictures2/portraits/10/100/13.jpg,https://akabab.github.io/superhero-api/api/id/504.json
